"id","title","level","programmeType","institution","city","credits","duration","topics","description","officialProgrammeUrl","sourceUrl","intake2027Status","intake2027Label","intake2027Note","availabilitySourceUrl","lastChecked"
"copenhagen-business-school-cbs:frederiksberg-campus:organisational-innovation-and-entrepreneurship","Organisational Innovation and Entrepreneurship (MSSc)","master","master","Copenhagen Business School (CBS)","Frederiksberg / Copenhagen","","2 years","business-management | design-architecture-arts | society-politics","Description The programme focuses on how to design and manage processes of innovation and entrepreneurship at all levels in society and businesses.…","https://www.cbs.dk/en/study-programmes/master-programmes/mssc-organisational-innovation-and-entrepreneurship","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/organisational-innovation-and-entrepreneurship","","","","","2026-08-02"
"university-of-copenhagen-ucph:north-campus:pharmaceutical-sciences","Pharmaceutical Sciences","master","master","University of Copenhagen (UCPH)","North Campus","","2 years","health-life-science | natural-science | society-politics","Description The MSc in Pharmaceutical Sciences focuses on the various phases of the drug development process. You will learn about pharmaceuticals from the discovery and development of new active substances to their effect and use in…","https://www.ku.dk/studies/masters/pharmaceutical-sciences","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/pharmaceutical-sciences","","","","","2026-08-02"
"university-of-southern-denmark-sdu:odense:physics","Physics","master","master","University of Southern Denmark (SDU)","Odense","","2 years","natural-science","Career Opportunities With a degree in Physics, you have many career opportunities in Denmark as well as abroad. Physicists at the Department of Physics and Chemistry at University of Southern Denmark find employment in many different places…","https://www.sdu.dk/en/Uddannelse/Kandidat/Fysik","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/physics","","","","","2026-08-02"
"university-of-copenhagen-ucph:north-campus:physics","Physics","master","master","University of Copenhagen (UCPH)","North Campus","","2 years","natural-science | society-politics","Description The MSc programme in Physics at University of Copenhagen takes place at the Niels Bohr Institute which offers an exciting international research community where the latest scientific breakthroughs are created.…","https://www.ku.dk/studies/masters/physics","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/physics","","","","","2026-08-02"
"aarhus-university-au:aarhus:physics","Physics","master","master","Aarhus University (AU)","Aarhus","","2 years","it-data | natural-science","You adjust the lasers in the lab before going to your next lecture on cold atoms. You feed your computer the latest measurements from the scanning tunnelling microscope, and see if the placement of the extra atoms on the surface matches…","https://masters.au.dk/physics","https://studyindenmark.dk/portal/aarhus-university-au/aarhus/physics","","","","","2026-08-02"
"roskilde-university-ruc:roskilde:physics-and-scientific-modelling","Physics and Scientific Modelling","master","master","Roskilde University (RUC)","Roskilde","","2 years","natural-science | society-politics | law","The programme is open for admission for students with a legal right of admission only Mathematical modelling is increasingly used in all parts of society e.g.…","https://ruc.dk/en/master/physics-and-scientific-modelling","https://studyindenmark.dk/portal/roskilde-university-ruc/roskilde/physics-and-scientific-modelling","","","","","2026-08-02"
"university-of-southern-denmark-sdu:sonderborg:physics-and-technology-msc","Physics and Technology (MSc)","master","master","University of Southern Denmark (SDU)","Sønderborg","","2 years","engineering-technology | natural-science","A Physics and Technology engineer combines the best of two worlds: the drive of a physicist to understand the basic principles of how the world works and the drive of an engineer to find new technological solutions to the challenges of our…","https://direc.to/jNn_","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/physics-and-technology-msc","","","","","2026-08-02"
"university-of-southern-denmark-sdu:odense:physics-and-technology-msc","Physics and Technology (MSc)","master","master","University of Southern Denmark (SDU)","Odense","","2 years","it-data | engineering-technology | natural-science","Find the answer to why and how technology works During your studies you will find the answer to why and how technology works – and you will use that knowledge to develop, for example, optically based faster computers or new optical…","https://direc.to/iHnU","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/physics-and-technology-msc","","","","","2026-08-02"
"royal-danish-academy-architecture-design-and:copenhagen:political-architecture-critical-sustainability","Political Architecture: Critical Sustainability","master","master","Royal Danish Academy — Architecture, Design, Conservation","Copenhagen","","2 years","design-architecture-arts | sustainability-climate | society-politics","Description Political Architecture is our primary object and concern – a question and a statement in one. If politics pertains to the guidance and advancement of resources and forces in society, political architecture builds on an awareness…","https://royaldanishacademy.com/programme/political-architecture-critical-sustainability","https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/copenhagen/political-architecture-critical-sustainability","","","","","2026-08-02"
"university-of-southern-denmark-sdu:odense:population-studies","Population Studies","master","master","University of Southern Denmark (SDU)","Odense","","2 years","natural-science | society-politics | education-learning","Description Gain a unique education fusing social sciences, quantitative methods, and programming and graduate with a widely demanded skillset.…","https://www.sdu.dk/en/uddannelse/kandidat/population-studies","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/population-studies","","","","","2026-08-02"
"aalborg-university-aau:aalborg:power-electronics-and-drives-specialisation-of","Power Electronics and Drives, Specialisation of Energy Engineering","master","master","Aalborg University (AAU)","Aalborg","","2 years","engineering-technology","Description As a student of the study programme in Power Electronics and Drives (Energy Engineering), you will study efficient and intelligent energy conversion employing power electronic technology and electrical machines.…","https://www.en.aau.dk/education/master/energy-engineering/power-electronics-drives","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/power-electronics-and-drives-specialisation-of","","","","","2026-08-02"
"aalborg-university-aau:esbjerg:power-to-x-systems-specialisation-of-sustainable-energy-engineering","Power-to-X Systems, Specialisation of Sustainable Energy Engineering","master","master","Aalborg University (AAU)","Esbjerg","","2 Years","engineering-technology | sustainability-climate","The specialisation in Power-to-X systems gives you an understanding of carbon capture technology, electrolysis systems and green fuel production.","https://www.en.aau.dk/education/master/sustainable-energy-engineering/power-to-x-systems","https://studyindenmark.dk/portal/aalborg-university-aau/esbjerg/power-to-x-systems-specialisation-of-sustainable-energy-engineering","","","","","2026-08-02"
"university-of-southern-denmark-sdu:odense:product-development-and-innovation-engineering-msc","Product Development and Innovation Engineering (MSc)","master","master","University of Southern Denmark (SDU)","Odense","","2 years","business-management | engineering-technology | society-politics","Become an idea generator and product developer with comprehensive engineering knowledge and business acumen This product application or service could surely be done much better, you think.…","https://direc.to/iJLo","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/product-development-and-innovation-engineering-msc","","","","","2026-08-02"
"university-college-absalon:vordingborg:professional-bachelor-s-degree-in-education","Professional Bachelor's Degree in Education","bachelor","bachelor","University College Absalon","Vordingborg","","4 years","society-politics | education-learning","Professional Bachelor's Degree in Education – International Profile Train to become a teacher in Denmark and gain skills for classrooms in a global world.…","https://en.phabsalon.dk/full-degree/professional-bachelors-degree-education","https://studyindenmark.dk/portal/university-college-absalon/vordingborg/professional-bachelor-s-degree-in-education","","","","","2026-08-02"
"university-of-southern-denmark-sdu:esbjerg:public-health","Public Health","master","master","University of Southern Denmark (SDU)","Esbjerg","","2 years","business-management | health-life-science | natural-science | society-politics","Description The master’s degree programme in Public Health Science develops your expertise in political, social and economic approaches to improving the health of populations and population groups.…","http://www.sdu.dk/en/Uddannelse/Kandidat/Folkesundhedsvidenskab","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/esbjerg/public-health","","","","","2026-08-02"
"copenhagen-business-school-cbs:frederiksberg-campus:public-management-and-social-development-msocsc","Public Management and Social Development (MSSc)","master","master","Copenhagen Business School (CBS)","Frederiksberg / Copenhagen","","2 years","business-management | society-politics","Description By exploring similarities and differences in contemporary challenges to the welfare of citizens in China and Europe, you will learn to manage and participate in social innovation at the interface between the public and private…","https://www.cbs.dk/en/study-programmes/master-programmes/mssc-public-management-and-social-development","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/public-management-and-social-development-msocsc","","","","","2026-08-02"
"university-of-southern-denmark-sdu:odense:quantum-computing","Quantum Computing","master","master","University of Southern Denmark (SDU)","Odense","","2 years","business-management | it-data | engineering-technology","We are currently witnessing the start of the quantum industrial revolution. In 2023 the Danish government launched a new strategy to enhance quantum technology and NATO launched a center for quantum technology in Denmark.…","https://www.sdu.dk/en/uddannelse/kandidat/quantum-computing","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/quantum-computing","","","","","2026-08-02"
"university-of-copenhagen-ucph:north-campus:quantum-information-science","Quantum Information Science","master","master","University of Copenhagen (UCPH)","North Campus","","2 years","natural-science","Do you want to be a part of a scientific field with growing job opportunities and large investments worldwide? Then you might take a look at the new two-year MSc programme in Quantum Information Science offered jointly between University of…","https://www.ku.dk/studies/masters/quantum-information-science","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/quantum-information-science","","","","","2026-08-02"
"university-of-copenhagen-ucph:south-campus:religious-roots-of-europe","Religious Roots of Europe","master","master","University of Copenhagen (UCPH)","South Campus","","2 years","society-politics | humanities-culture","Description This international and innovative Master's programme in the Religious Roots of Europe (RRE), offered by The Faculty of Theology, gives students a unique opportunity to explore the three major European religions - Christianity,…","http://studies.ku.dk/masters/religious-roots-of-europe/","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/south-campus/religious-roots-of-europe","","","","","2026-08-02"
"aalborg-university-aau:esbjerg:risk-and-safety-management-msc-in-technology","Risk and Safety Management, MSc in Technology","master","master","Aalborg University (AAU)","Esbjerg","","2 years","business-management | engineering-technology","Description With a Master’s degree in Risk and Safety Management you will be able to help both public and private companies to create an overview of their safety and risks and to help them reach their goals within these fields.…","https://www.en.aau.dk/education/master/risk-safety-management","https://studyindenmark.dk/portal/aalborg-university-aau/esbjerg/risk-and-safety-management-msc-in-technology","","","","","2026-08-02"
"university-of-southern-denmark-sdu:odense:robot-systems-advanced-robotics-technology-drone","Robot Systems (Advanced Robotics Technology/Drone Technology)","master","master","University of Southern Denmark (SDU)","Odense","","2 years","it-data | engineering-technology | society-politics","Become an engineer in robotic technology at SDU in Odense - Denmark's Robot Valley As a MSc in Engineering in Robot Systems you can take part in the development that occurs within drone- and robot systems.…","https://direc.to/iHnX","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/robot-systems-advanced-robotics-technology-drone","","","","","2026-08-02"
"aalborg-university-aau:aalborg:robotics-msc-in-engineering","Robotics, MSc in Engineering","master","master","Aalborg University (AAU)","Aalborg","","2 years","it-data | engineering-technology | natural-science | sustainability-climate","Description Robotics is a cross-curricular master's programme which draws on a number of research environments gathered in the robot research programme, robotics.aau.dk.…","https://www.en.aau.dk/education/master/robotics/","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/robotics-msc-in-engineering","","","","","2026-08-02"
"copenhagen-business-school-cbs:frederiksberg-campus:sales-management-msc","Sales Management (MSc)","master","master","Copenhagen Business School (CBS)","Frederiksberg / Copenhagen","","2 years","business-management | it-data","Description By combining tools and theories from customer insights and data analytics with knowledge of digital platforms and business model innovation you will learn to strategically position digitally based marketing and sales functions.…","https://www.cbs.dk/en/study-programmes/master-programmes/msc-economics-and-business-administration-sales-management","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/sales-management-msc","","","","","2026-08-02"
"aarhus-university-au:aarhus:science-studies","Science Studies","master","master","Aarhus University (AU)","Aarhus","","2 years","engineering-technology | natural-science","Science and technology form part of our day-to-day lives, wherever we are. We constantly have to make decisions that draw on scientific and technological knowledge.…","https://masters.au.dk/sciencestudies","https://studyindenmark.dk/portal/aarhus-university-au/aarhus/science-studies","","","","","2026-08-02"
"university-of-copenhagen-ucph:city-campus:security-risk-management","Security Risk Management","master","master","University of Copenhagen (UCPH)","City Campus","","2 years","business-management | society-politics","Description The MSc in Security Risk Management provides students with a solid theoretical and empirical knowledge about security policy, risk analysis and organisations in a global and changeable world.…","https://www.ku.dk/studies/masters/security-risk-management","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/city-campus/security-risk-management","","","","","2026-08-02"
"aalborg-university-aau:copenhagen:service-systems-design-msc","Service Systems Design, MSc","master","master","Aalborg University (AAU)","Copenhagen","","2 years","design-architecture-arts | communication-media","Description Service design is the activity of planning and organising people, infrastructure, communication, media and components of a service in order to improve its quality, the interaction between service provider and customers and the…","http://www.en.aau.dk/education/master/service-systems-design","https://studyindenmark.dk/portal/aalborg-university-aau/copenhagen/service-systems-design-msc","","","","","2026-08-02"
"university-of-copenhagen-ucph:city-campus:social-data-science","Social Data Science","master","master","University of Copenhagen (UCPH)","City Campus","120","2 years","business-management | it-data | design-architecture-arts | natural-science | society-politics | humanities-culture | education-learning","Description The programme combines state-of-the-art data science techniques, including machine learning, predictive analytics and natural language processing with core sociological, economic, anthropological, political science and…","https://www.ku.dk/studies/masters/social-data-science","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/city-campus/social-data-science","","","","","2026-08-02"
"roskilde-university-ruc:roskilde:social-entrepreneurship-and-management","Social Entrepreneurship and Management","master","master","Roskilde University (RUC)","Roskilde","","2 years","business-management | society-politics | law","The programme is open for admission for students with a legal right of admission only Social Entrepreneurship and Management (int)The Social Entrepreneurship and Management programme is intended to produce graduates who can lead social…","https://ruc.dk/en/master/social-entrepreneurship-and-management","https://studyindenmark.dk/portal/roskilde-university-ruc/roskilde/social-entrepreneurship-and-management","","","","","2026-08-02"
"it-university-of-copenhagen-itu:kobenhavn:software-design","Software Design","master","master","IT University of Copenhagen (ITU)","Kobenhavn","","2 years","it-data | design-architecture-arts | society-politics","Description MSc in Software Design is a modern software development programme with strong relevance to industry, which builds on up-to-date solid theoretical foundations and close links with modern software research.…","https://en.itu.dk/programmes/msc-programmes/software-design","https://studyindenmark.dk/portal/it-university-of-copenhagen-itu/kobenhavn/software-design","","","","","2026-08-02"
"university-of-southern-denmark-sdu:sonderborg:software-engineering","Software Engineering","master","master","University of Southern Denmark (SDU)","Sønderborg","","2 years","it-data | engineering-technology | society-politics","Work with the development of future intelligent software that will make life easier for users As an MSc in Software Engineering you will work with the development of future intelligent software that will make life easier for users.…","https://direc.to/kQ4Y","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/software-engineering","","","","","2026-08-02"
"university-of-southern-denmark-sdu:odense:software-engineering","Software Engineering","master","master","University of Southern Denmark (SDU)","Odense","","2 years","it-data | engineering-technology | society-politics","Work with the development of future intelligent software that will make life easier for users As an MSc in Software Engineering you will work with the development of future intelligent software that will make life easier for users.…","https://direc.to/iHn2","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/software-engineering","","","","","2026-08-02"
"university-of-southern-denmark-sdu:vejle:software-engineering-bsc","Software Engineering (BSc)","bachelor","bachelor","University of Southern Denmark (SDU)","Vejle","","3 years","it-data | engineering-technology","Build reliable and scalable software systems The bachelor’s programme in Software Engineering equips you with advanced technical and methodological skills to engineer software for all types of situations even for large and complex systems.…","https://direc.to/nwRe","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/vejle/software-engineering-bsc","","","","","2026-08-02"
"university-of-southern-denmark-sdu:sonderborg:software-engineering-bsc","Software Engineering (BSc)","bachelor","bachelor","University of Southern Denmark (SDU)","Sønderborg","","3 years","it-data | engineering-technology","Software engineers play a crucial role in the future. Are you one of them? Software has changed our world significantly in just a few decades, but what will be the next big steps?…","https://direc.to/iJ8c","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/software-engineering-bsc","","","","","2026-08-02"
"via-university-college:campus-horsens:software-technology-engineering","Software Technology Engineering","bachelor","bachelor","VIA University College","Campus Horsens","210","3,5 years","it-data | engineering-technology | society-politics","At Software Technology Engineering, you work with programming and system development. Software engineers contribute to shaping our future with new digital solutions and find work in many industries with challenges in software development,…","https://en.via.dk/programmes/bachelor/software-technology-engineering","https://studyindenmark.dk/portal/via-university-college/campus-horsens/software-technology-engineering","","","","","2026-08-02"
"aalborg-university-aau:copenhagen:software-msc-in-engineering","Software, MSc in Engineering","master","master","Aalborg University (AAU)","Copenhagen","","2 years","it-data | engineering-technology","Description The Master's programme in Software, AAU Copenhagen is for you who want to take advanced programming, mobile software technology and data-intensive systems to the next level.…","https://www.en.aau.dk/education/master/software-cph","https://studyindenmark.dk/portal/aalborg-university-aau/copenhagen/software-msc-in-engineering","","","","","2026-08-02"
"aarhus-university-au:aarhus:soils-and-global-change","Soils and Global Change","master","master","Aarhus University (AU)","Aarhus","","2 years","society-politics | education-learning","The Erasmus Mundus International Master’s in Soils and Global Change (IMSOGLO) offers you a unique international educational experience with a focused curriculum on soils and global change by bringing together the expertise of research…","https://masters.au.dk/soilsandglobalchange","https://studyindenmark.dk/portal/aarhus-university-au/aarhus/soils-and-global-change","","","","","2026-08-02"
"the-royal-academy-of-music-aarhus-aalborg:aarhus-departement:songwriting","Songwriting","master","master","Royal Academy of Music Aarhus/Aalborg","Aarhus Departement","","2 years","other","The Academy's jazz/pop programmes are very diverse, and we celebrate and use this diversity. The Songwriting programme is part of the Jazz/pop main area at the Academy but has its own curricula.…","https://musikkons.dk/en/programmes/jazz-pop/songwriting-composition/","https://studyindenmark.dk/portal/the-royal-academy-of-music-aarhus-aalborg/aarhus-departement/songwriting","","","","","2026-08-02"
"royal-danish-academy-architecture-design-and:copenhagen:spatial-design","Spatial Design","master","master","Royal Danish Academy — Architecture, Design, Conservation","Copenhagen","","2 years","design-architecture-arts | society-politics","Description The focus of the programme is the human scale and perception of space. Nationally and internationally, there is a demand for architects and designers who master the design of architectural details as part of the articulation of…","https://royaldanishacademy.com/programme/spatial-design-0","https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/copenhagen/spatial-design","","","","","2026-08-02"
"royal-danish-academy-architecture-design-and:kalundborg:spatial-ecologies","Spatial Ecologies","master","master","Royal Danish Academy — Architecture, Design, Conservation","Kalundborg","120 ECTS","2 years","design-architecture-arts | natural-science | sustainability-climate","Description Spatial Ecologies' understands architecture as a practice grounded in the material, ecological, and cultural layers that shape environments over time.…","https://royaldanishacademy.com/en/programme/spatial-ecologies","https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/kalundborg/spatial-ecologies","","","","","2026-08-02"
"university-of-copenhagen-ucph:city-campus:statistics","Statistics","master","master","University of Copenhagen (UCPH)","City Campus","","2 years","other","Description The MSc in Statistics is a two-year degree programme that deals with the handling and controlling of uncertainty. Not in the sense that you make uncertainty disappear, but by incorporating uncertainty into your way of dealing…","https://www.ku.dk/studies/masters/statistics","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/city-campus/statistics","","","","","2026-08-02"
"aarhus-university-au:aarhus:statistics","Statistics","master","master","Aarhus University (AU)","Aarhus","","2 years","other","The MSc degree in Statistics is a flexible programme that builds general competencies in statistics while allowing students to specialise in the particular branch of statistics of their choice, such as one of the areas in which Aarhus…","https://masters.au.dk/statistics","https://studyindenmark.dk/portal/aarhus-university-au/aarhus/statistics","","","","","2026-08-02"
"royal-danish-academy-architecture-design-and:copenhagen:strategic-design-entrepreneurship","Strategic Design & Entrepreneurship","master","master","Royal Danish Academy — Architecture, Design, Conservation","Copenhagen","","2 years","business-management | design-architecture-arts","Description Creating value through architecture and design is a challenge that requires being organisational and business savvy as much as it requires talent and skills.…","https://royaldanishacademy.com/programme/strategic-design-entrepreneurship","https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/copenhagen/strategic-design-entrepreneurship","","","","","2026-08-02"
"copenhagen-business-school-cbs:frederiksberg-campus:strategic-design-and-entrepreneurship-msocsc","Strategic Design and Entrepreneurship (MSSc SDE)","master","master","Copenhagen Business School (CBS)","Frederiksberg / Copenhagen","","2 years","business-management | design-architecture-arts","Description Strategic Design and Entreprenurship is offered in collaboration with the Royal Danish Academy of Fine Arts Schools of Architecture, Design and Conservation.…","https://www.cbs.dk/en/study-programmes/master-programmes/mssc-strategic-design-and-entrepreneurship","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/strategic-design-and-entrepreneurship-msocsc","","","","","2026-08-02"
"university-of-southern-denmark-sdu:odense:strategy-and-organization","Strategy and Organization","master","master","University of Southern Denmark (SDU)","Odense","","2 years","business-management","Description The Strategy & Organization program provides the students with the analytical skills to help organizations compete and operate effectively.…","http://www.sdu.dk/en/Uddannelse/Kandidat/CandMercStraOrgOd","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/strategy-and-organization","","","","","2026-08-02"
"copenhagen-business-school-cbs:frederiksberg-campus:strategy-organisation-and-leadership-msc","Strategy, Organisation and Leadership (MSc)","master","master","Copenhagen Business School (CBS)","Frederiksberg / Copenhagen","","2 years","business-management","Description You will learn to combine theoretical insight with an understanding of the practical challenges of strategy, organisation and leadership.…","https://www.cbs.dk/en/study-programmes/master-programmes/msc-economics-and-business-administration-strategy-organisation","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/strategy-organisation-and-leadership-msc","","","","","2026-08-02"
"aalborg-university-aau:aalborg:structural-and-civil-engineering-msc-in","Structural and Civil Engineering, MSc in Engineering","master","master","Aalborg University (AAU)","Aalborg","","2 years","engineering-technology | design-architecture-arts","Description The Master’s programme in Structural and Civil engineering at Aalborg University concerns the design and analysis of buildings and infrastructures.…","https://www.en.aau.dk/education/master/structural-and-civil-engineering","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/structural-and-civil-engineering-msc-in","","","","","2026-08-02"
"university-of-southern-denmark-sdu:sonderborg:supply-chain-digitalisation","Supply Chain Digitalisation","master","master","University of Southern Denmark (SDU)","Sønderborg","","2 years","it-data | design-architecture-arts | education-learning","Learn to optimize supply chains with artificial intelligence and machine learning The Master's programme in Supply Chain Digitalisation is the first in Denmark to focus on cutting-edge technologies such as machine learning, artificial…","https://direc.to/mYXB","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/supply-chain-digitalisation","","","","","2026-08-02"
"copenhagen-business-school-cbs:frederiksberg-campus:supply-chain-management-msc","Supply Chain Management (MSc)","master","master","Copenhagen Business School (CBS)","Frederiksberg / Copenhagen","","2 years","business-management","Description Combining quantitative and qualitative techniques, you will learn to manage the supply chain as a whole, integrate and synchronise intra- and inter-organisational processes, and create customer value.…","https://www.cbs.dk/en/study-programmes/master-programmes/msc-economics-and-business-administration-supply-chain","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/supply-chain-management-msc","","","","","2026-08-02"
"aalborg-university-aau:aalborg-copenhagen:surveying-and-planning-msc","Surveying and Planning, MSc","master","master","Aalborg University (AAU)","Aalborg Copenhagen","","2 years","engineering-technology","Description Do you want to help shape the cities of the future? Do you think it would be exciting to work with GPS, 3D models and other high technology?…","https://www.en.aau.dk/education/master/surveying-planning-msc-in-tech-aal","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg-copenhagen/surveying-and-planning-msc","","","","","2026-08-02"
"university-of-southern-denmark-sdu:esbjerg:sustainability-management","Sustainability Management","master","master","University of Southern Denmark (SDU)","Esbjerg","","2 years","business-management | natural-science | sustainability-climate | society-politics","Description The Sustainability Management program offered at SDU Esbjerg equips you with the knowledge and skills to lead organizations toward more sustainable practices, contributing to a more environmentally, socially, and economically…","https://www.sdu.dk/en/uddannelse/kandidat/candmerc-sustainability-management","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/esbjerg/sustainability-management","","","","","2026-08-02"
"aalborg-university-aau:copenhagen:sustainable-cities-msc-in-engineering","Sustainable Cities, MSc in Engineering","master","master","Aalborg University (AAU)","Copenhagen","","2 years","engineering-technology | sustainability-climate","Description In the future, up to 70-80% of the world population will live in cities, and thus it is important to handle the challenges they pose.…","http://www.en.aau.dk/education/master/sustainable-cities","https://studyindenmark.dk/portal/aalborg-university-aau/copenhagen/sustainable-cities-msc-in-engineering","","","","","2026-08-02"
"aalborg-university-aau:copenhagen:sustainable-design-msc-in-engineering","Sustainable Design, MSc in Engineering","master","master","Aalborg University (AAU)","Copenhagen","","2 years","engineering-technology | design-architecture-arts | sustainability-climate","Description The challenge of sustainable design is to develop products and networks, which can transform systems of consumption and production to be more sustainable.…","http://www.en.aau.dk/education/master/sustainable-design","https://studyindenmark.dk/portal/aalborg-university-aau/copenhagen/sustainable-design-msc-in-engineering","","","","","2026-08-02"
"aalborg-university-aau:esbjerg:sustainable-energy-engineering-msc-in-engineering","Sustainable Energy Engineering, MSc in Engineering","master","master","Aalborg University (AAU)","Esbjerg","","2 years","engineering-technology | sustainability-climate","Description Fluids and Process Systems Offshore Energy Systems Power-to-X Systems Career Opportunities With a Master’s in Sustainable Energy Engineering, you will have a strong and sustainable profile that will make you sought-after in the…","https://www.en.aau.dk/education/master/sustainable-energy-engineering/","https://studyindenmark.dk/portal/aalborg-university-aau/esbjerg/sustainable-energy-engineering-msc-in-engineering","","","","","2026-08-02"
"aalborg-university-aau:aalborg:sustainable-energy-planning-and-management","Sustainable Energy Planning and Management, Specialisation of Urban, Energy and Environmental Planning","master","master","Aalborg University (AAU)","Aalborg","","2 years","business-management | engineering-technology | natural-science | sustainability-climate | society-politics","Description As a Sustainable Energy Planning and Management student, you learn to understand the issues of the growing global demand for sustainable energy and energy efficiency.…","https://www.en.aau.dk/education/master/urban-energy-and-environmental-planning/sustainable-energy-planning-management","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/sustainable-energy-planning-and-management","","","","","2026-08-02"
"technical-university-of-denmark-dtu:dtu-hirtshals-campus:sustainable-fisheries-and-aquaculture","Sustainable Fisheries and Aquaculture","master","master","Technical University of Denmark (DTU)","Dtu Hirtshals Campus","","2 years","business-management | natural-science | sustainability-climate | society-politics","Description This programme focuses on the sustainable utilization of the aquatic environment and its resources, and the development of sustainable aquaculture production.It centres on fisheries, oceanography, and the management of aquatic…","https://www.dtu.dk/english/education/graduate/msc-programmes/sustainable-fisheries-and-aquaculture","https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-hirtshals-campus/sustainable-fisheries-and-aquaculture","","","","","2026-08-02"
"aarhus-university-au:aarhus:sustainable-heritage-management","Sustainable Heritage Management","master","master","Aarhus University (AU)","Aarhus","","2 years","business-management | sustainability-climate","COMBINING THEORY WITH PRACTICE The MA programme in Sustainable Heritage Management at Aarhus University introduces you to the knowledge and competencies you will need to meet the multiple challenges of contemporary heritage policy,…","https://masters.au.dk/sustainableheritagemanagement","https://studyindenmark.dk/portal/aarhus-university-au/aarhus/sustainable-heritage-management","","","","","2026-08-02"
"university-college-south-denmark:haderslev:teacher-education-full-degree","Teacher Education - full degree","bachelor","bachelor","University College South Denmark","Haderslev","","4 years","education-learning","Description The Bachelor of Education is a four-year programme, which will qualify you to be a teacher for primary and lower secondary levels in Denmark in three subjects.…","https://www.ucsyd.dk/international/bachelor-programmes/teacher-education/","https://studyindenmark.dk/portal/university-college-south-denmark/haderslev/teacher-education-full-degree","","","","","2026-08-02"
"aalborg-university-aau:aalborg-copenhagen:techno-anthropology-msc","Techno-Anthropology, MSc","master","master","Aalborg University (AAU)","Aalborg Copenhagen","","2 years","natural-science | society-politics | humanities-culture","Description The Master’s programme in Techno-Anthropology combines competence in carrying out anthropological studies of techno-science cultures with technological insight.…","https://www.en.aau.dk/education/master/techno-anthropology-aal","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg-copenhagen/techno-anthropology-msc","","","","","2026-08-02"
"aarhus-university-au:herning:technology-based-business-development","Technology Based Business Development","master","master","Aarhus University (AU)","Herning","","2 years","business-management | engineering-technology | natural-science | society-politics","The Master of Science in Engineering - Technology-Based Business Development in Herning teaches students to collect, comprehend and assess new technological insights in relation to business opportunities.…","https://masters.au.dk/technologybasedbusinessdevelopment","https://studyindenmark.dk/portal/aarhus-university-au/herning/technology-based-business-development","","","","","2026-08-02"
"the-royal-danish-academy-of-music:study-programmes-within-music-and-music-pedagogy:the-opera-academy-master","The Opera Academy - Master","master","master","Royal Danish Academy of Music","Study Programmes Within Music And Music Pedagogy","","2 years","design-architecture-arts","About the programme The Royal Danish Academy of Music (RDAM) offers a two-year Master’s programme in Voice specialising in opera. The program is provided in co-operation with The Royal Theatre .…","https://www.dkdm.dk/en/education/opera-academy","https://studyindenmark.dk/portal/the-royal-danish-academy-of-music/study-programmes-within-music-and-music-pedagogy/the-opera-academy-master","","","","","2026-08-02"
